frameNr;sizeInBytes;eTimestamp;pTimestamp;quality;estimatedBitrate;isSender;
845;519;1727705869175;1727705869175;0;0;false
850;539;1727705869331;1727705869331;0;0;false
855;547;1727705869503;1727705869503;0;0;false
860;547;1727705869665;1727705869665;0;0;false
865;555;1727705869839;1727705869839;0;0;false
870;551;1727705870002;1727705870002;0;0;false
875;547;1727705870166;1727705870166;0;0;false
880;519;1727705870332;1727705870332;0;0;false
885;551;1727705870500;1727705870500;0;0;false
890;547;1727705870683;1727705870683;0;0;false
895;487;1727705870848;1727705870848;0;0;false
900;539;1727705871011;1727705871011;0;0;false
905;487;1727705871163;1727705871163;0;0;false
910;487;1727705871328;1727705871328;0;0;false
915;567;1727705871501;1727705871501;0;0;false
920;519;1727705871676;1727705871676;0;0;false
925;547;1727705871840;1727705871840;0;0;false
930;547;1727705872000;1727705872000;0;0;false
935;487;1727705872171;1727705872171;0;0;false
